,landmark,bbl,yearbuilt,yearalter1,yearalter2,histdist,xcoord,ycoord,FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
1696,,1014420001,1924.0,0.0,0.0,,995392.0,218222.0,2018,02M565      ,M565,Urban Academy Laboratory High School,310200011565,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",07/01/1999 12:00:00 AM,Open,M480,317 EAST  67 STREET,NY,995392.0,218222.0,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island                                                ,Adam Grumbach,PRINCIPAL,212-570-5284,212-570-5366,2,HS12,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY","317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
1697,,2029090032,1920.0,0.0,0.0,,1012244.0,247648.0,2018,09X058      ,X058,P.S. 058,320900010058,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",07/01/1890 12:00:00 AM,Open,X058,459 EAST 176 STREET,NY,1012242.0,247654.0,206,15,39500,2029090032,BX01,Claremont-Bathgate                                                         ,VELMA GUNN,PRINCIPAL,718-583-6866,718-583-6895,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 8- Bronx,,,,,"459 EAST 176 STREET
BRONX, NY 10457
(40.846383, -73.898826)"
1698,,2031700001,1925.0,2000.0,2008.0,,1011041.0,250907.0,2018,10X382      ,X382,"Elementary School for Math, Science, and Technolog",321000010382,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2008 12:00:00 AM,Open,X079,125 EAST 181 STREET,NY,1011045.0,250915.0,205,14,23704,2031700001,BX40,Fordham South                                                              ,AVON CONNELL COWELL,PRINCIPAL,718-933-8061,718-933-8157,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,,,,,"125 EAST 181 STREET
BRONX, NY 10453
(40.855337, -73.903139)"
1699,,2031700001,1925.0,2000.0,2008.0,,1011041.0,250907.0,2018,10X386      ,X386,School for Environmental Citizenship,321000010386,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2008 12:00:00 AM,Open,X079,125 EAST 181 STREET,NY,1011045.0,250915.0,205,14,23704,2031700001,BX40,Fordham South                                                              ,Lynnann Fox,PRINCIPAL,718-563-3292,718-563-3453,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,,,,,"125 EAST 181 STREET
BRONX, NY 10453
(40.855337, -73.903139)"
1700,,2031700001,1925.0,2000.0,2008.0,,1011041.0,250907.0,2018,10X447      ,X447,Creston Academy,321000010447,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2009 12:00:00 AM,Open,X079,125 EAST 181 STREET,NY,1011045.0,250915.0,205,14,23704,2031700001,BX40,Fordham South                                                              ,Mellissa Miller,PRINCIPAL,718-367-5035,718-367-5176,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,,,,,"125 EAST 181 STREET
BRONX, NY 10453
(40.855337, -73.903139)"
1701,,3024240001,1974.0,0.0,0.0,,997035.0,197817.0,2018,14K319      ,K319,P.S. 319,331400010319,DOE,General Academic,Early Childhood,"PK,0K,01,SE","PK,0K,01",07/01/1975 12:00:00 AM,Open,K319,360 KEAP STREET,NY,997036.0,197818.0,301,34,52700,3024240001,BK73,North Side-South Side                                                      ,ALEYDA ZAMORA MARTINEZ,PRINCIPAL,718-388-1588,718-302-2316,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,,,,,"360 KEAP STREET
BROOKLYN, NY 11211
(40.709632, -73.953881)"
1702,,3011450026,1956.0,0.0,0.0,,993590.0,186492.0,2018,13K009      ,K009,P.S. 009 Teunis G. Bergen,331300010009,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1957 12:00:00 AM,Open,K009,80 UNDERHILL AVENUE,NY,993588.0,186494.0,308,35,20500,3011450026,BK64,Prospect Heights                                                           ,DENITA KELLMAN DAVILAR,PRINCIPAL,718-638-3260,718-622-2961,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,,,,,"80 UNDERHILL AVENUE
BROOKLYN, NY 11238
(40.678554, -73.966333)"
1703,,3011450026,1956.0,0.0,0.0,,993590.0,186492.0,2018,84K780      ,K780,Brooklyn East Collegiate Charter School,331300860937,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",06/01/2010 12:00:00 AM,Open,K009,80 UNDERHILL AVENUE,NY,993588.0,186494.0,308,35,20500,3011450026,BK64,Prospect Heights                                                           ,Rodolpho Loureiro,PRINCIPAL,718-250-5760,718-260-5761,13,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"80 UNDERHILL AVENUE
BROOKLYN, NY 11238
(40.678554, -73.966333)"
1704,,3036220023,1930.0,2008.0,0.0,,1008960.0,178674.0,2018,23K165      ,K165,P.S. 165 Ida Posner,332300010165,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,07,SE","PK,0K,01,02,03,04,05",07/01/1912 12:00:00 AM,Open,K165,76 LOTT AVENUE,NY,1008961.0,178674.0,316,42,89600,3036220023,BK81,Brownsville                                                                ,Jason Rivers,I.A. PRINCIPAL,718-495-7759,718-345-8255,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"76 LOTT AVENUE
BROOKLYN, NY 11212
(40.657061, -73.910938)"
1705,,3059730001,1931.0,2011.0,2019.0,,979122.0,166518.0,2018,20K127      ,K127,P.S. 127 Mckinley Park,332000010127,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1900 12:00:00 AM,Open,K127,7805 7 AVENUE,NY,979134.0,166503.0,310,43,20600,3059730001,BK30,Dyker Heights                                                              ,Agatha Alicandro,PRINCIPAL,718-833-2323,718-836-9427,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,"7805 7 AVENUE
BROOKLYN, NY 11228
(40.623687, -74.018429)"
1706,,3060430001,1921.0,2010.0,0.0,,974969.0,166471.0,2018,20K185      ,K185,P.S. 185 Walter Kassenbrock,332000010185,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1921 12:00:00 AM,Open,K185,8601 RIDGE BOULEVARD,NY,974970.0,166472.0,310,43,6000,3060430001,BK31,Bay Ridge                                                                  ,Rena Goudelias,PRINCIPAL,718-745-6610,718-836-9631,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,"8601 RIDGE BOULEVARD
BROOKLYN, NY 11209
(40.623598, -74.033429)"
1707,,3077580001,1940.0,0.0,0.0,,1005373.0,169521.0,2018,22K251      ,K251,P.S. 251 Paerdegat,332200010251,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1952 12:00:00 AM,Open,K251,1037 EAST  54 STREET,NY,1005374.0,169522.0,318,46,72200,3077580001,BK58,Flatlands                                                                  ,Sheldon Noel,PRINCIPAL,718-251-4110,718-241-3200,22,K822,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,,"1037 EAST 54 STREET
BROOKLYN, NY 11234
(40.63195, -73.923894)"
1708,,3057450029,1930.0,2017.0,0.0,,983172.0,168047.0,2018,20K187      ,K187,The Christa McAuliffe School\I.S. 187,332000010187,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",04/12/1994 12:00:00 AM,Open,K486,1171 65 STREET,NY,983172.0,168048.0,310,38,21200,3057450029,BK30,Dyker Heights                                                              ,JUSTIN BERMAN,PRINCIPAL,718-236-3394,718-236-3638,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,"1171 65 STREET
BROOKLYN, NY 11219
(40.627929, -74.003883)"
1709,,4034370001,1904.0,2007.0,0.0,,1008681.0,195753.0,2018,24Q081      ,Q081,P.S. 81Q Jean Paul Richter,342400010081,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1904 12:00:00 AM,Open,Q081,559 CYPRESS AVENUE,NY,1008681.0,195754.0,405,34,54500,4034370001,QN20,Ridgewood                                                                  ,Romy Diamond,PRINCIPAL,718-821-9800,718-386-7203,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 2- Queens North,,,,,"559 CYPRESS AVENUE
QUEENS, NY 11385
(40.703942, -73.911885)"
1710,,5036960100,1964.0,2012.0,0.0,,956545.0,149444.0,2018,31R002      ,R002,I.S. R002 George L. Egbert,353100010002,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1963 12:00:00 AM,Open,R002,333 MIDLAND AVENUE,NY,956558.0,149410.0,502,50,11202,5036960100,SI45,New Dorp-Midland Beach                                                     ,ADRIENNE STALLONE,PRINCIPAL,718-987-5336,718-987-6937,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",Field Support Center - Staten Island,"MORAN, KEVIN",School Support Team 2- Staten Island,,,,,"333 MIDLAND AVENUE
STATEN ISLAND, NY 10306
(40.576728, -74.099685)"
1711,,3074250002,1958.0,2012.0,0.0,,1001847.0,155385.0,2018,22K611      ,K611,Origins High School,332200011611,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2013 12:00:00 AM,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,John Banks,PRINCIPAL,718-891-0037,718-891-0047,22,HS06,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL","3000 AVENUE X
BROOKLYN, NY 11235
(40.593157, -73.936635)"
1712,,3074250002,1958.0,2012.0,0.0,,1001847.0,155385.0,2018,22K630      ,K630,Professional Pathways High School,332200011630,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",07/01/2013 12:00:00 AM,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,David Decamp,PRINCIPAL,718-332-6290,718-332-6296,22,HS10,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL","3000 AVENUE X
BROOKLYN, NY 11235
(40.593157, -73.936635)"
1713,,3074250002,1958.0,2012.0,0.0,,1001847.0,155385.0,2018,84K738      ,K738,New Visions Charter High School for Advanced Math,332200861053,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",07/01/2013 12:00:00 AM,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Nissi Jonathan,PRINCIPAL,718-934-9240,718-934-9171,22,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"3000 AVENUE X
BROOKLYN, NY 11235
(40.593157, -73.936635)"
1714,,3074250002,1958.0,2012.0,0.0,,1001847.0,155385.0,2018,84K739      ,K739,New Visions Charter High School for the Humanities,332200861051,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",07/01/2013 12:00:00 AM,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Porsche Cox,PRINCIPAL,718-368-4145,718-368-4148,22,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"3000 AVENUE X
BROOKLYN, NY 11235
(40.593157, -73.936635)"
1715,,3074240001,1951.0,2012.0,0.0,,1001439.0,155421.0,2018,22K014      ,K014,J.H.S. 014 Shell Bank,332200010014,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1952 12:00:00 AM,Open,K014,2424 BATCHELDER STREET,NY,1001439.0,155413.0,315,48,59600,3074240001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Teri Ahearn,I.A. PRINCIPAL,718-743-0220,718-769-8632,22,K822,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,,"2424 BATCHELDER STREET
BROOKLYN, NY 11235
(40.593232, -73.938107)"
1716,,1000520001,1958.0,1961.0,0.0,,980830.0,197688.0,2018,02M489      ,M489,High School of Economics and Finance,310200011489,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",06/05/1996 12:00:00 AM,Open,M833,100 TRINITY PLACE,NY,980832.0,197683.0,101,1,1300,1000520001,MN25,Battery Park City-Lower Manhattan                                          ,MICHAEL STANZIONE,PRINCIPAL,212-346-0708,212-346-0712,2,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL","100 TRINITY PLACE
MANHATTAN, NY 10006
(40.70927, -74.012328)"
1717,,4067890001,1952.0,0.0,0.0,,1038083.0,205684.0,2018,25Q200      ,Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,342500010200,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1953 12:00:00 AM,Open,Q200,70-10 164 STREET,NY,1038084.0,205685.0,408,24,122701,4067890001,QN38,Pomonok-Flushing Heights-Hillcrest                                         ,Kevin Mcauliffe,PRINCIPAL,718-969-7780,718-380-2615,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 3- Queens North,,,,,"70-10 164 STREET
QUEENS, NY 11365
(40.73107, -73.805759)"
1718,,4004170016,1929.0,0.0,0.0,,1001548.0,212945.0,2018,30Q575      ,Q575,Academy of American Studies,343000011575,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",04/18/1996 12:00:00 AM,Open,Q451,28-04 41 AVENUE,NY,1001549.0,212945.0,401,26,3300,4004170016,QN68,Queensbridge-Ravenswood-Long Island City                                   ,William Bassell,PRINCIPAL,718-361-8786,718-361-8832,30,HS01,,,Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 1- Queens North,,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE","28-04 41 AVENUE
LONG ISLAND CITY, NY 11101
(40.751144, -73.937564)"
1719,,3041020019,2008.0,0.0,0.0,,1018027.0,189534.0,2018,19K065      ,K065,P.S. 065,331900010065,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1873 12:00:00 AM,Open,K798,696 JAMAICA AVENUE,NY,1017987.0,189423.0,305,37,117601,3041020019,BK83,Cypress Hills-City Line                                                    ,DAYSI GARCIA,PRINCIPAL,718-235-2223,718-235-2033,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"696 JAMAICA AVENUE
BROOKLYN, NY 11208
(40.686534, -73.878353)"
1720,,4003430001,1957.0,0.0,0.0,,1002927.0,214922.0,2018,30Q204      ,Q204,I.S. 204 Oliver W. Holmes,343000010204,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1957 12:00:00 AM,Open,Q204,36-41 28 STREET,NY,1002915.0,214887.0,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Faye Erstejn Kotzer,PRINCIPAL,718-937-1463,718-937-7964,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"36-41 28 STREET
QUEENS, NY 11106
(40.756471, -73.932628)"
1721,,4003430001,1957.0,0.0,0.0,,1002927.0,214922.0,2018,30Q258      ,Q258,Energy Tech High School,343000011258,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12,13,14",07/01/2013 12:00:00 AM,Open,Q204,36-41 28 STREET,NY,1002915.0,214887.0,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Hope Barter,PRINCIPAL,718-472-0536,718-472-0490,30,HS03,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 1- Affinity Group,,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED","36-41 28 STREET
QUEENS, NY 11106
(40.756471, -73.932628)"
1722,,3035200008,1930.0,2000.0,2013.0,,1008720.0,182727.0,2018,23K327      ,K327,P.S. 327 Dr. Rose B. English,332300010327,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1967 12:00:00 AM,Open,K327,111 BRISTOL STREET,NY,1008721.0,182744.0,316,41,92400,3035200008,BK81,Brownsville                                                                ,Georgette Malcolm,PRINCIPAL,718-495-7801,718-495-7828,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"111 BRISTOL STREET
BROOKLYN, NY 11212
(40.668232, -73.911788)"
1723,,3035200008,1930.0,2000.0,2013.0,,1008720.0,182727.0,2018,75K396      ,K396,P.S. K396,307500013396,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",07/01/1967 12:00:00 AM,Open,K396,110 CHESTER STREET,NY,1008721.0,182744.0,316,41,92400,3035200008,BK81,Brownsville                                                                ,NIRA SCHWARTZ NYITRA,PRINCIPAL,718-385-6200,718-345-3021,23,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",Field Support Center D75,Tillman Roberto,Children First Network 754,,,,,"110 CHESTER STREET
BROOKLYN, NY 11212
(40.668232, -73.911788)"
1724,,3071230066,1914.0,2009.0,2015.0,,991284.0,156416.0,2018,21K095      ,K095,P.S. 095 The Gravesend,332100010095,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1915 12:00:00 AM,Open,K095,345 VAN SICKLEN STREET,NY,991286.0,156415.0,315,47,39800,3071230066,BK26,Gravesend                                                                  ,Janet Ndzibah,PRINCIPAL,718-449-5050,718-449-3047,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,,,,,"345 VAN SICKLEN STREET
BROOKLYN, NY 11223
(40.595996, -73.974664)"
1725,,4002060003,1968.0,0.0,0.0,,1004698.0,208750.0,2018,24Q199      ,Q199,P.S. 199 Maurice A. Fitzgerald,342400010199,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1953 12:00:00 AM,Open,Q199,39-20 48 AVENUE,NY,1004734.0,208826.0,402,26,18900,4002060003,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,Anthony Inzerillo,PRINCIPAL,718-784-3431,718-786-1375,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 2- Queens North,,,,,"39-20 48 AVENUE
QUEENS, NY 11104
(40.739831, -73.926081)"
1726,INDIVIDUAL AND INTERIOR LANDMARK,1009960021,1921.0,1985.0,0.0,,988577.0,214740.0,2018,02M531      ,M531,Repertory Company High School for Theatre Arts,310200011531,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",06/05/1996 12:00:00 AM,Open,M896,123 WEST  43 STREET,NY,988577.0,214741.0,105,4,11900,1009960021,MN17,Midtown-Midtown South                                                      ,Michael Fram,PRINCIPAL,212-382-1875,212-382-2306,2,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL","123 WEST 43 STREET
MANHATTAN, NY 10036
(40.756089, -73.984381)"
1727,,3001200020,1950.0,0.0,0.0,,988543.0,193336.0,2018,13K350      ,K350,Urban Assembly School for Music and Art,331300011350,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2005 12:00:00 AM,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540.0,193333.0,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,PAUL THOMPSON,PRINCIPAL,718-858-0249,718-858-0492,13,HS05,,,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN","49 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201
(40.69733, -73.984528)"
1728,,3001200020,1950.0,0.0,0.0,,988543.0,193336.0,2018,13K419      ,K419,"Science Skills Center High School for Science, Tec",331300011419,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",06/05/1996 12:00:00 AM,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540.0,193333.0,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Dahlia Mcgregor,PRINCIPAL,718-243-9413,718-243-1016,13,HS05,,,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN","49 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201
(40.69733, -73.984528)"
1729,,3001200020,1950.0,0.0,0.0,,988543.0,193336.0,2018,13K439      ,K439,Brooklyn International High School,331300011439,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",07/01/1999 12:00:00 AM,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540.0,193333.0,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Kathleen Rucker,I.A. PRINCIPAL,718-643-9315,718-643-9516,13,HS12,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY","49 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201
(40.69733, -73.984528)"
1730,,3054920001,1924.0,0.0,0.0,,987233.0,167510.0,2018,20K180      ,K180,The SEEALL Academy,332000010180,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1925 12:00:00 AM,Open,K180,5601 16 AVENUE,NY,987234.0,167511.0,312,44,47000,3054920001,BK88,Borough Park                                                               ,GARY WILLIAMS,PRINCIPAL,718-851-8070,718-853-9308,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,"5601 16 AVENUE
BROOKLYN, NY 11204
(40.626454, -73.98925)"
1731,,3054920001,1924.0,0.0,0.0,,987233.0,167510.0,2018,75K231      ,K231,P.S. K231,307500013231,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08,09,SE",09/21/1995 12:00:00 AM,Open,K180,5601 16 AVENUE,NY,987234.0,167511.0,312,44,47000,3054920001,BK88,Borough Park                                                               ,Jude Arthur,PRINCIPAL,718-853-1884,718-853-5388,20,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",Field Support Center D75,Tillman Roberto,Children First Network 751,,,,,"5601 16 AVENUE
BROOKLYN, NY 11204
(40.626454, -73.98925)"
1732,,4007380002,1950.0,2007.0,0.0,,1008844.0,215081.0,2018,30Q445      ,Q445,William Cullen Bryant High School,343000011445,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1939 12:00:00 AM,Open,Q445,48-10 31 AVENUE,NY,1008861.0,215111.0,401,26,16300,4007380002,QN70,Astoria                                                                    ,Namita Dwarka,PRINCIPAL,718-721-5404,718-728-3478,30,HS01,,,Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 1- Queens North,,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE","48-10 31 AVENUE
QUEENS, NY 11103
(40.757072, -73.911165)"
1733,,2024110022,1931.0,0.0,0.0,,1006407.0,237541.0,2018,07X381      ,X381,Bronx Haven High School,320700011381,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",07/01/2008 12:00:00 AM,Open,X600,333 EAST 151 STREET,NY,1006407.0,237542.0,201,17,6700,2024110022,BX34,Melrose South-Mott Haven North                                             ,Jazmin Rivera-Polanco,PRINCIPAL,718-292-3638,718-292-6065,7,HS08,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 2- Affinity Group,,HS08,H.S. Network 08 Superintendent Office,"MENDEZ, JUAN","333 EAST 151 STREET
BRONX, NY 10451
(40.818645, -73.919949)"
